DATAFLOW,LAST UPDATE,freq,direct,tra_cov,unit,rep_mar,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2017-Q2,1979,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2017-Q3,1676,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2017-Q4,1856,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2018-Q1,1431,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2018-Q2,1850,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2018-Q3,1858,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2018-Q4,1809,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2019-Q1,1980,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2019-Q2,1842,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2019-Q3,1915,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2019-Q4,1691,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2020-Q1,1787,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2020-Q2,1671,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2020-Q3,1911,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2020-Q4,2104,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2021-Q1,1635,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2021-Q2,1650,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2021-Q3,1866,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2021-Q4,1834,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2022-Q1,1914,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2022-Q2,2394,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2022-Q3,2060,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2022-Q4,1867,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,CY,2023-Q1,1872,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2017-Q1,75313,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2017-Q2,73656,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2017-Q3,74940,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2017-Q4,71442,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2018-Q1,72549,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2018-Q2,73151,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2018-Q3,71670,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2018-Q4,75333,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2019-Q1,73539,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2019-Q2,75893,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2019-Q3,72509,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2019-Q4,69765,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2020-Q1,70015,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2020-Q2,64435,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2020-Q3,66976,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2020-Q4,71621,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2021-Q1,70524,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2021-Q2,70419,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2021-Q3,71575,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2021-Q4,73382,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2022-Q1,69839,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2022-Q2,70160,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2022-Q3,69095,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2022-Q4,65811,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE,2023-Q1,66227,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2017-Q1,61528,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2017-Q2,59540,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2017-Q3,61421,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2017-Q4,58014,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2018-Q1,58761,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2018-Q2,59185,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2018-Q3,59110,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2018-Q4,62859,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2019-Q1,60291,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2019-Q2,61746,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2019-Q3,59807,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2019-Q4,56940,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2020-Q1,56529,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2020-Q2,52232,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2020-Q3,54766,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2020-Q4,58707,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2021-Q1,56246,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2021-Q2,55982,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2021-Q3,57457,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2021-Q4,59297,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2022-Q1,56020,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2022-Q2,55991,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2022-Q3,55378,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2022-Q4,52845,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1,2023-Q1,51635,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBEI,2021-Q2,1,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2017-Q1,2,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2017-Q2,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2017-Q3,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2017-Q4,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2018-Q1,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2018-Q2,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2018-Q3,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2018-Q4,0,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2019-Q1,2,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2019-Q2,2,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2019-Q3,2,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2019-Q4,2,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2020-Q1,2,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2020-Q2,2,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2020-Q3,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2020-Q4,2,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2021-Q1,2,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2021-Q2,1,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2021-Q3,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2021-Q4,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2022-Q1,2,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2022-Q2,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2022-Q3,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2022-Q4,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEBMR,2023-Q1,2,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2017-Q1,7,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2017-Q2,5,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2017-Q3,6,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2017-Q4,5,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2018-Q1,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2018-Q2,6,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2018-Q3,8,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2018-Q4,7,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2019-Q1,4,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2019-Q2,6,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2019-Q3,9,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2019-Q4,8,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2020-Q1,4,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2020-Q2,6,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2020-Q3,11,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2020-Q4,11,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2021-Q1,5,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2021-Q2,8,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2021-Q3,10,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2021-Q4,9,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2022-Q1,5,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2022-Q2,8,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2022-Q3,10,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2022-Q4,10,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_1DEIAM,2023-Q1,5,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2017-Q1,13549,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2017-Q2,13840,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2017-Q3,13285,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2017-Q4,13178,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2018-Q1,13848,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2018-Q2,13923,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2018-Q3,12484,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2018-Q4,12441,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2019-Q1,13223,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2019-Q2,14118,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2019-Q3,12697,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2019-Q4,12755,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2020-Q1,13459,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2020-Q2,12249,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2020-Q3,12090,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2020-Q4,12784,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2021-Q1,14244,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2021-Q2,14388,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2021-Q3,13996,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2021-Q4,13968,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2022-Q1,13670,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2022-Q2,14053,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2022-Q3,13604,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2022-Q4,12916,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_2,2023-Q1,14359,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2017-Q1,325,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2017-Q2,394,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2017-Q3,372,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2017-Q4,356,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2018-Q1,80,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2018-Q2,115,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2018-Q3,141,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2018-Q4,121,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2019-Q1,99,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2019-Q2,103,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2019-Q3,103,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2019-Q4,128,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2020-Q1,109,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2020-Q2,69,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2020-Q3,207,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2020-Q4,181,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2021-Q1,108,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2021-Q2,124,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2021-Q3,167,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2021-Q4,155,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2022-Q1,177,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2022-Q2,168,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2022-Q3,188,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2022-Q4,120,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3,2023-Q1,331,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3DEAND,2017-Q4,3,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3DEBDF,2017-Q1,7,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3DEBDF,2017-Q3,4,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_3DEBDF,2017-Q4,1,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_9,2017-Q1,12,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_9,2017-Q2,9,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_9,2017-Q3,26,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DE_9,2017-Q4,14,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2017-Q1,20832,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2017-Q2,20283,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2017-Q3,19675,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2017-Q4,20560,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2018-Q1,20834,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2018-Q2,21022,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2018-Q3,19671,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2018-Q4,20250,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2019-Q1,20515,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2019-Q2,20019,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2019-Q3,19842,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2019-Q4,20849,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2020-Q1,20320,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2020-Q2,19958,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2020-Q3,19306,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2020-Q4,20127,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2021-Q1,20749,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2021-Q2,20896,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2021-Q3,19160,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2021-Q4,21126,
ESTAT:MAR_GO_QM(1.0),12/10/23 23:00:00,Q,TOTAL,TOTAL,THS_T,DK,2022-Q1,21626,
