DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2006-Q4,5382,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2007-Q1,5086,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2007-Q2,5566,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2007-Q3,5400,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2007-Q4,5183,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2008-Q1,5373,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2008-Q2,6009,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2008-Q3,6062,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2008-Q4,5891,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2009-Q1,5309,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2009-Q2,5901,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2009-Q3,5770,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2009-Q4,5805,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2010-Q1,5358,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2010-Q2,5700,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2010-Q3,5463,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2010-Q4,5558,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2011-Q1,5280,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2011-Q2,5938,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2011-Q3,5636,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2011-Q4,5628,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2012-Q1,5407,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2012-Q2,5779,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2012-Q3,5488,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2012-Q4,5495,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2013-Q1,5466,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2013-Q2,6215,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2013-Q3,6005,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2013-Q4,5974,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2014-Q1,5643,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2014-Q2,6432,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2014-Q3,6509,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2014-Q4,6331,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2015-Q1,5879,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2015-Q2,6604,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2015-Q3,6390,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2015-Q4,6604,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2016-Q1,6172,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2016-Q2,6866,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2016-Q3,6804,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2016-Q4,6690,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2017-Q1,6384,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2017-Q2,7178,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2017-Q3,6938,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2017-Q4,6873,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2018-Q1,6540,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2018-Q2,7424,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2018-Q3,7168,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2018-Q4,7188,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2019-Q1,6736,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2019-Q2,7390,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2019-Q3,7254,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2019-Q4,7214,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2020-Q1,5499,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2020-Q2,958,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2020-Q3,2963,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2020-Q4,2560,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2021-Q1,2548,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2021-Q2,3773,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2021-Q3,5022,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2021-Q4,5456,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2022-Q1,5106,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2022-Q2,6582,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2022-Q3,6732,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2022-Q4,7121,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2023-Q1,7529,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,ES,2023-Q2,8724,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2006-Q1,89870,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2006-Q2,97523,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2006-Q3,98882,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2006-Q4,97059,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2007-Q1,92335,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2007-Q2,99485,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2007-Q3,101617,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2007-Q4,97145,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2008-Q1,95707,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2008-Q2,102778,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2008-Q3,104712,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2008-Q4,102071,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2009-Q1,94962,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2009-Q2,101816,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2009-Q3,102484,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2009-Q4,101088,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2010-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2010-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2010-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2010-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2011-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2011-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2011-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2011-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2012-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2012-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2012-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2012-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2013-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2013-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2013-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2013-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2014-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2014-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2014-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2014-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2015-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2015-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2015-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2015-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2016-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2016-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2016-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2016-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2017-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2017-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2017-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2017-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2018-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2018-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2018-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2018-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2019-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2019-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2019-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2019-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2020-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2020-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2007,2020-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2006-Q1,79002,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2006-Q2,86150,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2006-Q3,87117,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2006-Q4,85090,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2007-Q1,80579,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2007-Q2,87421,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2007-Q3,89061,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2007-Q4,84620,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2008-Q1,83256,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2008-Q2,89749,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2008-Q3,91664,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2008-Q4,89366,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2009-Q1,82599,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2009-Q2,89215,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2009-Q3,89553,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2009-Q4,88020,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2010-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2010-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2010-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2010-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2011-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2011-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2011-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2011-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2012-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2012-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2012-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2012-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2013-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2013-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2013-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2013-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2014-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2014-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2014-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2014-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2015-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2015-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2015-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2015-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2016-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2016-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2016-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2016-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2017-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2017-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2017-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2017-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2018-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2018-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2018-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2018-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2019-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2019-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2019-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2019-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2020-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2020-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2020-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2020-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2021-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2021-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2021-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2021-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2022-Q1,74157,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2022-Q2,103066,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2022-Q3,111454,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2022-Q4,105091,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2023-Q1,95358,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU27_2020,2023-Q2,112539,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2006-Q1,90170,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2006-Q2,97847,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2006-Q3,99201,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2006-Q4,97438,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2007-Q1,92708,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2007-Q2,99866,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2007-Q3,101995,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2007-Q4,97584,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2008-Q1,96135,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2008-Q2,103226,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2008-Q3,105147,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2008-Q4,102529,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2009-Q1,95401,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2009-Q2,102278,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2009-Q3,102933,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2009-Q4,101540,
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2010-Q1,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2010-Q2,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2010-Q3,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2010-Q4,,c
ESTAT:RAIL_PA_QUARTAL(1.0),27/10/23 13:27:00,Q,MIO_PKM,EU28,2011-Q1,,c
