,Geo,Time_period,Passengers_count,Norm_2019
418,EE,2018-Q1,1865000.0,86.22283865002312
419,EE,2018-Q2,2046000.0,94.59084604715673
420,EE,2018-Q3,1898000.0,87.74849745723532
421,EE,2018-Q4,1950000.0,90.15256588072123
422,EE,2019-Q1,1957000.0,90.47619047619048
423,EE,2019-Q2,2163000.0,100.0
424,EE,2019-Q3,2105000.0,97.31853906611188
425,EE,2019-Q4,2147000.0,99.26028663892741
426,EE,2020-Q1,1800000.0,83.21775312066575
427,EE,2020-Q2,978000.0,45.21497919556172
428,EE,2020-Q3,1673000.0,77.3462783171521
429,EE,2020-Q4,1534000.0,70.92001849283403
430,EE,2021-Q1,1202000.0,55.570966250577904
431,EE,2021-Q2,1529000.0,70.68885806749884
432,EE,2021-Q3,1755000.0,81.13730929264909
433,EE,2021-Q4,1591000.0,73.5552473416551
434,EE,2022-Q1,1495000.0,69.1169671752196
435,EE,2022-Q2,1978000.0,91.44706426259825
436,EE,2022-Q3,1837000.0,84.92834026814609
437,EE,2022-Q4,1819000.0,84.09616273693943
438,EE,2023-Q1,1793000.0,82.89412852519649
495,EL,2018-Q1,3596000.0,68.45612031220256
496,EL,2018-Q2,3807000.0,72.4728726442033
497,EL,2018-Q3,4021000.0,76.54673519893394
498,EL,2018-Q4,5366000.0,102.15115172282505
499,EL,2019-Q1,4754000.0,90.50066628593184
500,EL,2019-Q2,4831000.0,91.96649533599847
501,EL,2019-Q3,4767000.0,90.74814391776128
502,EL,2019-Q4,5253000.0,100.0
503,EL,2020-Q1,3958000.0,75.34742052160671
504,EL,2020-Q2,1512000.0,28.7835522558538
505,EL,2020-Q3,2979000.0,56.71045117075957
506,EL,2020-Q4,1771000.0,33.71406815153246
507,EL,2021-Q1,1362000.0,25.928041119360365
508,EL,2021-Q2,2109000.0,40.14848657909766
509,EL,2021-Q3,3007000.0,57.24347991623834
510,EL,2021-Q4,3550000.0,67.58043023034456
511,EL,2022-Q1,3102000.0,59.05197030268418
512,EL,2022-Q2,3956000.0,75.30934703978679
513,EL,2022-Q3,3948000.0,75.15705311250714
514,EL,2022-Q4,4366000.0,83.11441081286884
515,EL,2023-Q1,3151000.0,59.98477060727203
572,ES,2018-Q1,150246000.0,90.52054464393301
573,ES,2018-Q2,163229000.0,98.34257139414387
574,ES,2018-Q3,140311000.0,84.53488372093024
575,ES,2018-Q4,165269000.0,99.57163513676346
576,ES,2019-Q1,161458000.0,97.27557537052657
577,ES,2019-Q2,160348000.0,96.60682009880709
578,ES,2019-Q3,139321000.0,83.93842631642366
579,ES,2019-Q4,165980000.0,100.0
580,ES,2020-Q1,131495000.0,79.22340040968791
581,ES,2020-Q2,35048000.0,21.115797083986024
582,ES,2020-Q3,77545000.0,46.71948427521388
583,ES,2020-Q4,85390000.0,51.445957344258346
584,ES,2021-Q1,81867000.0,49.32341245933245
585,ES,2021-Q2,100547000.0,60.577780455476564
586,ES,2021-Q3,99937000.0,60.21026629714424
587,ES,2021-Q4,122041000.0,73.52753343776358
588,ES,2022-Q1,120568000.0,72.64007711772503
589,ES,2022-Q2,134845000.0,81.24171586938185
590,ES,2022-Q3,127618000.0,76.88757681648391
591,ES,2022-Q4,158563000.0,95.53138932401494
592,ES,2023-Q1,161348000.0,97.20930232558139
593,ES,2023-Q2,164272000.0,98.97096035666948
650,FI,2018-Q1,22199000.0,88.29448731206746
651,FI,2018-Q2,20845000.0,82.90907644578793
652,FI,2018-Q3,21095000.0,83.90342852597247
653,FI,2018-Q4,23364000.0,92.92816800572747
654,FI,2019-Q1,22553000.0,89.70248985760878
655,FI,2019-Q2,22426000.0,89.19735900087503
